paper_id,category,title,abstract,type,year,venue,doi,url
42c567663677adc921a0c89442122e1c84870609,business,Universities in a competitive global marketplace,"Purpose – The purpose of this systematic review was to explore the nature of the marketing of higher education (HE) and universities in an international context. The objectives of the review were to: systematically collect, document, scrutinise and critically analyse the current research literature on supply‐side higher education marketing; establish the scope of higher education marketing; identify gaps in the research literature; and make recommendations for further research in this field.Design/methodology/approach – The approach for this study entailed extensive searches of relevant business management and education databases. The intention was to ensure that, as far as possible, all literature in the field was identified – while keeping the focus on literature of greatest pertinence to the research questions.Findings – The paper finds that potential benefits of applying marketing theories and concepts that have been effective in the business world are gradually being recognised by researchers in the ...",human,2006,,10.1108/09513550610669176,https://www.semanticscholar.org/paper/42c567663677adc921a0c89442122e1c84870609
621f808d5c31a1c1789da9be91264bfda2679644,physics,Dipolar physics: a review of experiments with magnetic quantum gases,"Since the achievement of quantum degeneracy in gases of chromium atoms in 2004, the experimental investigation of ultracold gases made of highly magnetic atoms has blossomed. The field has yielded the observation of many unprecedented phenomena, in particular those in which long-range and anisotropic dipole–dipole interactions (DDIs) play a crucial role. In this review, we aim to present the aspects of the magnetic quantum-gas platform that make it unique for exploring ultracold and quantum physics as well as to give a thorough overview of experimental achievements. Highly magnetic atoms distinguish themselves by the fact that their electronic ground-state configuration possesses a large electronic total angular momentum. This results in a large magnetic moment and a rich electronic transition spectrum. Such transitions are useful for cooling, trapping, and manipulating these atoms. The complex atomic structure and large dipolar moments of these atoms also lead to a dense spectrum of resonances in their two-body scattering behaviour. These resonances can be used to control the interatomic interactions and, in particular, the relative importance of contact over dipolar interactions. These features provide exquisite control knobs for exploring the few- and many-body physics of dipolar quantum gases. The study of dipolar effects in magnetic quantum gases has covered various few-body phenomena that are based on elastic and inelastic anisotropic scattering. Various many-body effects have also been demonstrated. These affect both the shape, stability, dynamics, and excitations of fully polarised repulsive Bose or Fermi gases. Beyond the mean-field instability, strong dipolar interactions competing with slightly weaker contact interactions between magnetic bosons yield new quantum-stabilised states, among which are self-bound droplets, droplet assemblies, and supersolids. Dipolar interactions also deeply affect the physics of atomic gases with an internal degree of freedom as these interactions intrinsically couple spin and atomic motion. Finally, long-range dipolar interactions can stabilise strongly correlated excited states of 1D gases and also impact the physics of lattice-confined systems, both at the spin-polarised level (Hubbard models with off-site interactions) and at the spinful level (XYZ models). In the present manuscript, we aim to provide an extensive overview of the various related experimental achievements up to the present.",human,2022,Reports on progress in physics. Physical Society,10.1088/1361-6633/aca814,https://www.semanticscholar.org/paper/621f808d5c31a1c1789da9be91264bfda2679644
dc09fb4aa526fd2efa641d2a1f5df518e61742fb,business,Business Practices in Small Firms in Developing Countries,"Management has a large effect on the productivity of medium and large firms. But does management matter in micro and small firms, where the majority of the labor force in developing countries works? We develop 26 questions that measure business practices in marketing, stock-keeping, record-keeping, and financial planning. These questions have been administered in surveys in Bangladesh, Chile, Ghana, Kenya, Mexico, Nigeria, and Sri Lanka. We show that variation in business practices explains as much of the variation in outcomes-sales, profits, and labor productivity and total factor productivity-in microenterprises as in larger enterprises. Panel data from three countries indicate that better business practices predict higher survival rates and faster sales growth. The association of business practices with firm outcomes is robust to including numerous measures of the owner's human capital. We find that owners with higher human capital, children of entrepreneurs, and firms with employees employ better business practices. Data, as supplemental material, are available at http://dx.doi.org/10.1287/mnsc.2016.2492 . This paper was accepted by Toby Stuart, entrepreneurship and innovation.",human,2015,Management Sciences,10.1287/mnsc.2016.2492,https://www.semanticscholar.org/paper/dc09fb4aa526fd2efa641d2a1f5df518e61742fb
575d75d5723e97c5bc64191c191bd6f228683b36,environmental science,Evolution of DOHaD: the impact of environmental health sciences.,"This paper traces the evolution of the Developmental Origins of Health and Disease (DOHaD) paradigm, highlighting the increasing integration of environmental health sciences over the past two decades. Initially centered on nutrition, DOHaD research has expanded to encompass the effects of chemical exposures during critical developmental windows and their role in the etiology of non-communicable diseases across the lifespan. Through portfolio analyses of National Institute of Environmental Health Sciences (NIEHS)-funded grants from 1991, 2001, and 2011, the study documents a shift in research focus from metals and air pollutants to a broader array of chemicals including endocrine disruptors and persistent organic pollutants. The analysis reveals a growing emphasis on brain health, reproductive outcomes, cancer, and emerging endpoints such as obesity. Advances in genomics and epigenetics have enabled deeper investigation into mechanisms underlying disease susceptibility, particularly regarding gene-environment interactions and epigenetic modifications. The findings underscore the necessity of broadening the DOHaD framework to fully incorporate environmental chemical exposures and advocate for continued research to define sensitive periods of vulnerability and elucidate disease mechanisms.",machine,2015,Journal of Developmental Origins of Health and Disease,10.1017/S2040174414000580,https://www.semanticscholar.org/paper/575d75d5723e97c5bc64191c191bd6f228683b36
e5cda20f13fc1b946756af40b81cdeedde4dc988,biology,Wnt signaling in cancer.,"Aberrant regulation of the Wnt signaling pathway is a prevalent theme in cancer biology. From the earliest observation that Wnt overexpression could lead to malignant transformation of mouse mammary tissue to the most recent genetic discoveries gleaned from tumor genome sequencing, the Wnt pathway continues to evolve as a central mechanism in cancer biology. This article summarizes the evidence supporting a role for Wnt signaling in human cancer. This includes a review of the genetic mutations affecting Wnt pathway components, as well as some of epigenetic mechanisms that alter expression of genes relevant to Wnt. I also highlight some research on the cooperativity of Wnt with other signaling pathways in cancer. Finally, some emphasis is placed on laboratory research that provides a proof of concept for the therapeutic inhibition of Wnt signaling in cancer.",human,2012,Cold Spring Harbor Perspectives in Biology,10.1101/cshperspect.a008052,https://www.semanticscholar.org/paper/e5cda20f13fc1b946756af40b81cdeedde4dc988
e5a0fff54abb5eca5e61f2b8d73a5f2acaad6c3a,chemistry,Topological quantum chemistry,"We present a unified theory of topological quantum chemistry that bridges the local real-space perspective of chemical bonding with the global momentum-space description of electronic band structures. By systematically classifying all possible band connectivities in the 230 crystallographic space groups using graph-theoretic and group-theoretic methods, we establish a comprehensive framework that links the symmetry properties of atomic orbitals to the topological character of energy bands. Our approach introduces elementary band representations (EBRs) as the fundamental building blocks for understanding band topology, enabling the identification of both trivial and topologically nontrivial phases, including previously unrecognized classes of topological insulators and semimetals. This theory not only explains the scarcity of known topological materials within conventional band theory but also provides predictive tools to discover many more, offering a complete and practical methodology for classifying and designing topological materials based on their crystal symmetry and orbital content.",machine,2017,Nature,10.1038/nature23268,https://www.semanticscholar.org/paper/e5a0fff54abb5eca5e61f2b8d73a5f2acaad6c3a
2346d121f38fc19c77e0b062415519843f478163,medicine,Machine Learning in Medicine,"Machine learning has emerged as a transformative approach in medicine, driven by advances in computational power and the availability of large-scale data. This review examines the potential applications of machine learning in healthcare, distinguishing between tasks where computers approximate physician performance and those where they may uncover novel insights beyond human capability. Key concepts such as supervised and unsupervised learning are introduced, with examples including automated electrocardiogram interpretation, risk prediction models, and the identification of disease subtypes through pattern recognition. Despite the proliferation of research applying machine learning to medical data, few algorithms have meaningfully impacted clinical practice, highlighting significant barriers to implementation. The paper explores technical challenges such as feature selection, model choice, and parameter optimization, and discusses why these obstacles have limited the integration of machine learning into routine care. Strategies to overcome these challenges are considered, emphasizing the need for robust validation and careful translation of computational advances into clinical benefit.",machine,2015,Mach. Learn. under Resour. Constraints Vol. 3,10.1161/CIRCULATIONAHA.115.001593,https://www.semanticscholar.org/paper/2346d121f38fc19c77e0b062415519843f478163
10afccc8e86ae881f751370bfa1a34f1c157b381,environmental science,Discovering indigenous science: Implications for science education†,"Indigenous science relates to both the science knowledge of long-resident, usually oral culture peoples, as well as the science knowledge of all peoples who as participants in culture are affected by the worldview and relativist interests of their home communities. This article explores aspects of multicultural science and pedagogy and describes a rich and well-documented branch of indigenous science known to biologists and ecologists as traditional ecological knowledge (TEK). Although TEK has been generally inaccessible, educators can now use a burgeoning science-based TEK literature that documents numerous examples of time-proven, ecologically relevant, and cost effective indigenous science. Disputes regarding the universality of the standard scientific account are of critical importance for science educators because the definition of science is a de facto “gatekeeping” device for determining what can be included in a school science curriculum and what cannot. When Western modern science (WMS) is defined as universal it does displace revelation-based knowledge (i.e., creation science); however, it also displaces pragmatic local indigenous knowledge that does not conform with formal aspects of the “standard account.” Thus, in most science classrooms around the globe, Western modern science has been taught at the expense of indigenous knowledge. However, because WMS has been implicated in many of the world's ecological disasters, and because the traditional wisdom component of TEK is particularly rich in time-tested approaches that foster sustainability and environmental integrity, it is possible that the universalist “gatekeeper” can be seen as increasingly problematic and even counter productive. This paper describes many examples from Canada and around the world of indigenous people's contributions to science, environmental understanding, and sustainability. The authors argue the view that Western or modern science is just one of many sciences that need to be addressed in the science classroom. We conclude by presenting instructional strategies that can help all science learners negotiate border crossings between Western modern science and indigenous science. © 2000 John Wiley & Sons, Inc. Sci Ed85:6–34, 2001.",human,2001,,10.1002/1098-237X(200101)85:1<6::AID-SCE3>3.0.CO;2-R,https://www.semanticscholar.org/paper/10afccc8e86ae881f751370bfa1a34f1c157b381
1eaab9b33f1261744567455a14830e8a92796cf5,chemistry,Quantum Chemistry in the Age of Quantum Computing.,"Practical challenges in simulating quantum systems on classical computers have been widely recognized in the quantum physics and quantum chemistry communities over the past century. Although many approximation methods have been introduced, the complexity of quantum mechanics remains hard to appease. The advent of quantum computation brings new pathways to navigate this challenging and complex landscape. By manipulating quantum states of matter and taking advantage of their unique features such as superposition and entanglement, quantum computers promise to efficiently deliver accurate results for many important problems in quantum chemistry, such as the electronic structure of molecules. In the past two decades, significant advances have been made in developing algorithms and physical hardware for quantum computing, heralding a revolution in simulation of quantum systems. This Review provides an overview of the algorithms and results that are relevant for quantum chemistry. The intended audience is both quantum chemists who seek to learn more about quantum computing and quantum computing researchers who would like to explore applications in quantum chemistry.",human,2018,Chemical Reviews,10.1021/acs.chemrev.8b00803,https://www.semanticscholar.org/paper/1eaab9b33f1261744567455a14830e8a92796cf5
e6b27ac9394c262f4591d124ddefba314488f638,chemistry,Polydopamine Surface Chemistry: A Decade of Discovery.,"Polydopamine is one of the simplest and most versatile approaches to functionalizing material surfaces, having been inspired by the adhesive nature of catechols and amines in mussel adhesive proteins. Since its first report in 2007, a decade of studies on polydopamine molecular structure, deposition conditions, and physicochemical properties have ensued. During this time, potential uses of polydopamine coatings have expanded in many unforeseen directions, seemingly only limited by the creativity of researchers seeking simple solutions to manipulating surface chemistry. In this review, we describe the current state of the art in polydopamine coating methods, describe efforts underway to uncover and tailor the complex structure and chemical properties of polydopamine, and identify emerging trends and needs in polydopamine research, including the use of dopamine analogs, nitrogen-free polyphenolic precursors, and improvement of coating mechanical properties.",human,2018,ACS Applied Materials and Interfaces,10.1021/acsami.7b19865,https://www.semanticscholar.org/paper/e6b27ac9394c262f4591d124ddefba314488f638
aaf5079192b794140807daa73455175e6ceb24b5,medicine,Diagnosis and treatment of diabetic foot infections.,"Diabetic foot infections are a significant cause of morbidity and lower-extremity amputations, necessitating prompt and coordinated management. This guideline, developed by the Infectious Diseases Society of America, outlines evidence-based recommendations for the diagnosis and treatment of these infections. Key risk factors include peripheral neuropathy, vascular insufficiency, and poor glycemic control, with foot ulceration serving as the primary predisposing condition. Diagnosis relies on clinical assessment, supported by appropriate microbiological cultures and imaging studies, particularly MRI for deep tissue involvement. Empirical antibiotic therapy should be guided by infection severity and likely pathogens, with definitive regimens tailored to culture results and clinical response. Surgical intervention is indicated for deep abscesses, extensive necrosis, or osteomyelitis. Optimal wound care—including debridement and off-loading—is essential alongside antimicrobial therapy. The guideline emphasizes the importance of multidisciplinary care, early follow-up, and individualized treatment duration based on infection resolution rather than wound healing. Adjunctive therapies such as granulocyte colony-stimulating factors or hyperbaric oxygen may be considered in refractory cases. Further research is needed to refine classification systems, diagnostic strategies, and therapeutic approaches for diabetic foot infections.",machine,2004,Clinical Infectious Diseases,10.1086/424846,https://www.semanticscholar.org/paper/aaf5079192b794140807daa73455175e6ceb24b5
321e3c4fcaa4a7f97581455dc4c5cdb7f523862b,medicine,"Facilitators and barriers of herbal medicine use in Accra, Ghana: an inductive exploratory study","The use of complementary and alternative medicine including herbal medicine is increasing in many countries including Ghana. However, there is paucity of research on the perspectives of patrons of herbal medicine regarding the facilitators and barriers of herbal medicine use. This study sought to investigate the facilitators and barriers of herbal medicine among Ghanaian adults who use one form of herbal medicine or the other.MethodsThe study employed an inductive exploratory qualitative approach. It was conducted at a private herbal clinic in Accra. Purposive sampling was employed to recruit 16 participants. Data collection was through individual face-to-face interviews and these were transcribed and analysed using content analysis procedures.ResultsIt was realized that the factors that enhanced the use of herbal medicine included use of convincing information to enhance the initiation of herbal medicine use, effectiveness of herbal medicine, personal preference for herbal medicine, perceived ineffectiveness of western medicine and integration of spirituality in herbal medicine. The factors that hindered herbal medicine use included negative perceptions and attitudes about herbal medicine, poor vending environment, poor knowledge of vendors, high cost of herbal products at credible herbal clinics and inconsistent effectiveness of some herbal products. Participants desired that the national health insurance scheme will cover the cost of herbal medicine to alleviate the financial burden associated with herbal medicine use.ConclusionAlthough some Ghanaians patronize herbal medicine, the negative perceptions about herbal medicine resulting from deceitful producers and vendors call for enhanced education and monitoring to ensure that effective herbal products are used.",human,2016,BMC Complementary and Alternative Medicine,10.1186/s12906-016-1124-y,https://www.semanticscholar.org/paper/321e3c4fcaa4a7f97581455dc4c5cdb7f523862b
c3572dcd4484ce95a129f959c67f4e5f0f7dd658,environmental science,Untangling the origins of competitive advantage,"This paper examines the foundational question of what drives the emergence and persistence of competitive advantage among firms, contrasting the perspectives of strategy research and population ecology. While strategy scholars emphasize the role of managerial foresight and the dynamic development of firm capabilities, population ecologists attribute performance heterogeneity primarily to initial conditions and organizational inertia. We argue that a deeper understanding of the origins and dynamics of competitive advantage is essential for advancing strategy research beyond documenting performance differentials. To this end, we propose an empirical framework that distinguishes between the effects of initial conditions and the rate of adoption of performance-enhancing practices, allowing for a systematic comparison between strategic choice and ecological explanations. Applying this framework to the diffusion of science-driven drug discovery in the pharmaceutical industry, we illustrate how both initial resource endowments and adaptive strategic responses to environmental cues shape competitive advantage. Our analysis highlights the importance of integrating insights from both traditions to better untangle the complex processes underlying firm-level performance differences.",machine,2011,,10.1002/1097-0266(200010/11)21:10/11<1123::aid-smj130>3.0.co;2-r,https://www.semanticscholar.org/paper/c3572dcd4484ce95a129f959c67f4e5f0f7dd658
8807a8327e27298fd601fc65e6a9ccfae1cca195,environmental science,What Is Citizen Science? – A Scientometric Meta-Analysis,"This study presents a scientometric meta-analysis of the concept of citizen science (CS), examining its evolution, disciplinary adoption, and scientific output using two datasets from the Web of Science. By combining quantitative scientometric methods with qualitative analysis to refine search terms, the research identifies three primary strands of CS: biology and conservation, where CS is predominantly used for data collection and classification; geographic information research, involving citizen participation in spatial data gathering; and social sciences and epidemiology, focusing on public engagement in environmental and health issues. The analysis reveals that while the overall volume of CS-related publications remains modest, there has been significant growth in recent years, particularly driven by digital platforms facilitating large-scale data collection. The findings highlight both the diversity of interpretations and applications of CS across disciplines and the methodological challenges in mapping its full scope due to varying terminology and publication practices. This study contributes a more nuanced understanding of what constitutes citizen science and underscores the need for clearer definitions to enhance recognition and analysis of volunteer contributions in scientific research.",machine,2016,PLoS ONE,10.1371/journal.pone.0147152,https://www.semanticscholar.org/paper/8807a8327e27298fd601fc65e6a9ccfae1cca195
1e1a8e4f00384a435044d701c18128df1b4429ff,education,Analysing teacher knowledge for technology education in primary schools,"This study investigates the interrelationships among primary school teachers’ subject matter knowledge (SMK), pedagogical content knowledge (PCK), attitude, and self-efficacy in the context of technology education. Recognizing that teacher knowledge significantly influences classroom practice and pupil learning, the research addresses a gap in empirical evidence regarding how these domains interact. Using tests and questionnaires administered to Dutch primary school teachers, the study employs path analysis to examine hypothesized relationships between knowledge domains. Results indicate that SMK is a crucial foundation for both PCK and self-efficacy, while self-efficacy strongly shapes teachers’ attitudes toward technology. The findings suggest that teacher training should prioritize the development of SMK and PCK, as these enhance confidence and foster more positive attitudes toward technology teaching. This positive cycle is expected to increase the frequency and quality of technology instruction, thereby supporting ongoing professional growth and improved technology education in primary schools.",machine,2010,International Journal of Technology and Design Education,10.1007/s10798-010-9147-z,https://www.semanticscholar.org/paper/1e1a8e4f00384a435044d701c18128df1b4429ff
bfd220011399d640fa3b8cd547675ec63a89f8ef,biology,Helicobacter pylori persistence: biology and disease.,"Helicobacter pylori is a human-adapted bacterium that persistently colonizes the stomach, establishing a dynamic equilibrium with its host through complex interactions shaped by coevolution. This review explores the biological mechanisms underlying H. pylori persistence, emphasizing the bacterium’s remarkable genetic diversity generated by high mutation and recombination rates, which enable adaptation to host-specific selective pressures. The resulting population structure resembles a quasispecies, with closely related variants occupying distinct gastric microniches and responding to local environmental cues. Host-microbial cross-signaling mediates both microbial persistence and host responses, balancing health and disease risk. While H. pylori colonization increases susceptibility to peptic ulceration and gastric cancer, emerging evidence suggests protective roles against certain esophageal diseases and broader impacts on human physiology. The principles governing H. pylori’s long-term colonization provide a paradigm for understanding persistent host-microbe relationships, with implications for chronic inflammation, oncogenesis, and modern metabolic disorders.",machine,2004,Journal of Clinical Investigation,10.1172/JCI20925,https://www.semanticscholar.org/paper/bfd220011399d640fa3b8cd547675ec63a89f8ef
1557bf0460901c6b5ecdea90b64f042bc72eb92a,physics,The physics of exceptional points,"A short résumé is given about the nature of exceptional points (EPs) followed by discussions about their ubiquitous occurrence in a great variety of physical problems. EPs feature in classical as well as in quantum mechanical problems. They are associated with symmetry breaking for -symmetric Hamiltonians, where a great number of experiments has been performed, in particular in optics, and to an increasing extent in atomic and molecular physics. EPs are involved in quantum phase transition and quantum chaos; they produce dramatic effects in multichannel scattering, specific time dependence and more. In nuclear physics, they are associated with instabilities and continuum problems. Being spectral singularities they also affect approximation schemes. This article is part of a special issue of Journal of Physics A: Mathematical and Theoretical devoted to ‘Quantum physics with non-Hermitian operators’.",human,2012,,10.1088/1751-8113/45/44/444016,https://www.semanticscholar.org/paper/1557bf0460901c6b5ecdea90b64f042bc72eb92a
98fde32df0fdd80835821cc2b691e5c923359c0b,education,Role of Social Software Tools in Education: A Literature Review.,"This literature review examines the role of social software tools, such as blogs, wikis, social networking sites, and virtual environments, in educational contexts from the perspective of educators. Drawing on a comprehensive analysis of academic publications, recent reports, and online commentaries up to January 2009, the paper addresses key questions regarding the characteristics, theoretical foundations, benefits, challenges, and practical considerations associated with integrating social software into learning and teaching. Findings highlight how these tools support learner-centric approaches, foster communication, creativity, collaboration, and informal learning, while also presenting issues related to privacy, digital literacy, and quality assurance. The review offers insights into aligning social software with established learning theories and provides guidance for educators and policymakers considering their adoption. By synthesizing diverse literature sources and practitioner experiences, the paper contributes to understanding the pedagogical potential and practical implications of social software initiatives in higher and further education.",machine,2009,,10.1108/00400910910987174,https://www.semanticscholar.org/paper/98fde32df0fdd80835821cc2b691e5c923359c0b
f755718a3f6a08c3659357bc20897eb4e124cce1,physics,Machine learning in the search for new fundamental physics,"Machine learning has become an essential tool in the search for new fundamental physics, particularly in high energy physics experiments such as those at the Large Hadron Collider, rare event searches, and neutrino experiments. This review surveys the recent advances in machine learning, with a focus on deep learning techniques that enable the analysis of large, high-dimensional datasets to identify subtle signatures of physics beyond the Standard Model. We discuss how modern machine learning methods are being integrated into all stages of the experimental data pipeline, from data acquisition and reconstruction to final analysis, and highlight their role in both supervised and unsupervised searches for new particles and interactions. The review also addresses challenges related to data representation, simulation accuracy, computational efficiency, and model robustness, emphasizing the need for tailored solutions that leverage domain-specific knowledge. By showcasing frontier applications and ongoing developments, we illustrate how machine learning is expanding the discovery potential of terrestrial experiments in the quest to uncover new fundamental laws of nature.",machine,2021,Nature Reviews Physics,10.1038/s42254-022-00455-1,https://www.semanticscholar.org/paper/f755718a3f6a08c3659357bc20897eb4e124cce1
cfaf11fec9ba43c7cba9779a882104e29c376f88,environmental science,Citizen Science and Biological Invasions: A Review,"Biological invasions are among the most challenging ecological and conservation riddles of our times. Fortunately, citizen science projects became a valuable tool to detect non-indigenous species (NIS), document their spread, prevent dispersion, and eradicate localized populations. We evaluated the most undisputed definitions of citizen science and proposed that a combination of two of them is a better reflection of what citizen science has become. Thus, citizen science is any environmental and/or biological data collection and analysis, including data quality control, undertaken by members of the general public, as individuals or as organized groups of citizens, with the guidance and/or assistance of scientists toward solving environmental and/or community questions. With this review, we also assessed how citizen science has been advancing biological invasions research and its focus, by analyzing 126 peer-reviewed articles that used citizen science methods or data concerning NIS. Most of the articles studied terrestrial species (68%) and terrestrial plants were the most studied group (22.7%). Surprisingly, most first detection reports were of non-indigenous marine fish probably due to the constraints in accessing aquatic ecosystems which delays the detection of new NIS. Citizen science projects running over broad geographical areas are very cost-effective for the early detection of NIS, regardless of the studied environment. We also discuss the applicability and need to adapt the methods and approaches toward the studied ecosystem and species, but also the profile of the participating citizens, their motivations, level of engagement, or social status. We recommend authors to better acknowledge the work done by contributing citizens, and the putative limitations of data generated by citizen science projects. The outreach planning of citizen science projects is also evaluated, including the use of dedicated web platforms vs. pre-existent and disseminated web platforms, while discussing how such outreach actions can be maximized. Lastly, we present a framework that contextualizes the contributions of citizen science, scientific research, and regional and national stakeholders toward the integrated management of biological invasions.",human,2021,Frontiers in Environmental Science,10.3389/fenvs.2020.602980,https://www.semanticscholar.org/paper/cfaf11fec9ba43c7cba9779a882104e29c376f88
1fd76f1c37b5d3e6cb3afdfa585393af3bb4bcb4,chemistry,Towards quantum chemistry on a quantum computer.,"Quantum chemistry calculations, essential for understanding molecular properties, are limited by the exponential scaling of computational resources required by classical algorithms. Recent advances propose that quantum computers can efficiently solve these problems with only polynomial resource scaling. Here, we experimentally demonstrate a key step towards this goal by implementing the iterative phase estimation algorithm (IPEA) on a photonic quantum computing platform to calculate the energy spectrum of molecular hydrogen (H₂) in a minimal basis. Our approach achieves high precision and robustness, reconstructing potential energy surfaces with chemical accuracy. We discuss the integration of classical computation for certain algorithmic steps and outline strategies for overcoming scalability challenges, including efficient state preparation and operator decomposition. Theoretical analysis confirms that simulating general molecular systems on quantum computers requires resources scaling polynomially with system size. This work represents a significant step toward practical quantum simulation of complex chemical systems and lays the foundation for future scalable quantum chemistry applications.",machine,2009,Nature Chemistry,10.1038/nchem.483,https://www.semanticscholar.org/paper/1fd76f1c37b5d3e6cb3afdfa585393af3bb4bcb4
3ddbdb51a0337f816d6191f42c2562707e4677c9,education,Nursing students’ experiences of a pedagogical transition from campus learning to distance learning using digital tools,"This study explores nursing students’ experiences during the rapid pedagogical transition from traditional campus-based learning to distance learning using digital tools, prompted by the COVID-19 pandemic. Employing a mixed-methods approach, researchers conducted focus group interviews to identify key themes and developed a web-based questionnaire completed by 96 out of 132 students. Qualitative analysis revealed three main dimensions affecting students’ experiences: didactic aspects of digital teaching, the study environment, and students’ personal resources, with social interaction emerging as a central theme across all dimensions. Quantitative findings indicated that most students preferred campus-based education and perceived a decline in motivation and learning quality following the transition to distance learning, largely due to reduced opportunities for social interaction. Nevertheless, approximately one-third of students favored distance learning with digital tools. The study concludes that diminished social interaction negatively impacted the overall learning experience but suggests that a blended learning approach could balance pedagogical effectiveness with the benefits of interpersonal engagement in nursing education.",machine,2021,BMC Nursing,10.1186/s12912-021-00542-1,https://www.semanticscholar.org/paper/3ddbdb51a0337f816d6191f42c2562707e4677c9
b4eefe382f24a5f9e03f8e7e76aaf70446d6aae9,physics,New materials physics,"This review presents a survey of, and guide to, new materials physics (NMP) research. It begins with an overview of the goals of NMP and then presents important ideas and techniques for the design and growth of new materials. An emphasis is placed on the use of compositional phase diagrams to inform and motivate solution growth of single crystals. The second half of this review focuses on the vital process of generating actionable ideas for the growth and discovery of new materials and ground states. Motivations ranging from (1) wanting a specific compound, to (2) wanting a specific ground state to (3) wanting to explore for known and unknown unknowns, will be discussed and illustrated with abundant examples. The goal of this review is to inform, inspire, an even entertain, as many practitioners of this field as possible.",human,2019,Reports on progress in physics. Physical Society,10.1088/1361-6633/ab514b,https://www.semanticscholar.org/paper/b4eefe382f24a5f9e03f8e7e76aaf70446d6aae9
3b073a5e7de5513705a7e2a7b1c88d3acbeed82c,medicine,TCMSP: a database of systems pharmacology for drug discovery from herbal medicines,"BackgroundModern medicine often clashes with traditional medicine such as Chinese herbal medicine because of the little understanding of the underlying mechanisms of action of the herbs. In an effort to promote integration of both sides and to accelerate the drug discovery from herbal medicines, an efficient systems pharmacology platform that represents ideal information convergence of pharmacochemistry, ADME properties, drug-likeness, drug targets, associated diseases and interaction networks, are urgently needed.DescriptionThe traditional Chinese medicine systems pharmacology database and analysis platform (TCMSP) was built based on the framework of systems pharmacology for herbal medicines. It consists of all the 499 Chinese herbs registered in the Chinese pharmacopoeia with 29,384 ingredients, 3,311 targets and 837 associated diseases. Twelve important ADME-related properties like human oral bioavailability, half-life, drug-likeness, Caco-2 permeability, blood-brain barrier and Lipinski’s rule of five are provided for drug screening and evaluation. TCMSP also provides drug targets and diseases of each active compound, which can automatically establish the compound-target and target-disease networks that let users view and analyze the drug action mechanisms. It is designed to fuel the development of herbal medicines and to promote integration of modern medicine and traditional medicine for drug discovery and development.ConclusionsThe particular strengths of TCMSP are the composition of the large number of herbal entries, and the ability to identify drug-target networks and drug-disease networks, which will help revealing the mechanisms of action of Chinese herbs, uncovering the nature of TCM theory and developing new herb-oriented drugs. TCMSP is freely available at http://sm.nwsuaf.edu.cn/lsp/tcmsp.php.",human,2014,Journal of Cheminformatics,10.1186/1758-2946-6-13,https://www.semanticscholar.org/paper/3b073a5e7de5513705a7e2a7b1c88d3acbeed82c
0a81a2e6013a003bd456125b7bee78a0bd09ccb1,business,A BIBLIOMETRIC ANALYSIS OF NATURAL DISASTERS AND BUSINESS MANAGEMENT IN TOURISM,"Natural disasters are a critical factor for the development of business management in the tourism industry, leading to an increasing number of publications on the relationship between natural disasters and tourism business management (ND&T). In order to identify the research status of ND&T and explore the direction for future research, this paper collects 335 publications related to ND&T and develops a bibliometric analysis of the existing publications. First, we map the leading countries/regions, institutions, authors, and journals of ND&T to visualize the general analysis. Then the cooperation network is provided to show the collaboration relationship between countries/regions, institutions, and authors. Third, we introduce the keyword analysis to obtain research hotspots of ND&T. And finally, we explore the research theme analysis through literature review and conclude four topics. The findings of the topic analysis suggest that research on ND&T is receiving increasing attention, and more cooperation is required in the future to deepen the theoretical and empirical focus on tourists.",human,2022,Journal of Business and Economic Management,10.3846/jbem.2022.16388,https://www.semanticscholar.org/paper/0a81a2e6013a003bd456125b7bee78a0bd09ccb1
f5ea5d56fa696eaa16bd1f93d22d4633d414e2da,chemistry,Chalcone: A Privileged Structure in Medicinal Chemistry.,"Privileged structures have been widely used as an effective template in medicinal chemistry for drug discovery. Chalcone is a common simple scaffold found in many naturally occurring compounds. Many chalcone derivatives have also been prepared due to their convenient synthesis. These natural products and synthetic compounds have shown numerous interesting biological activities with clinical potentials against various diseases. This review aims to highlight the recent evidence of chalcone as a privileged scaffold in medicinal chemistry. Multiple aspects of chalcone will be summarized herein, including the isolation of novel chalcone derivatives, the development of new synthetic methodologies, the evaluation of their biological properties, and the exploration of the mechanisms of action as well as target identification. This review is expected to be a comprehensive, authoritative, and critical review of the chalcone template to the chemistry community.",human,2017,Chemical Reviews,10.1021/acs.chemrev.7b00020,https://www.semanticscholar.org/paper/f5ea5d56fa696eaa16bd1f93d22d4633d414e2da
