TEXT;LANGUAGE;DOMAIN;CLASS;SYSTEM;;
LEHEN KAPITULUA;EU;LEGAL;MACHINE;GPT4-o;;
4. Kongresuak gaitzespen-mozioa onartzen ez badu, sinatzaileek ezin izango dute beste bat aurkeztu saio berean.;EU;LEGAL;MACHINE;GPT4-o;;
Bitarteko autonomi erakundeen disoluzioa;EU;LEGAL;MACHINE;GPT4-o;;
Urteko Estatuko Aurrekontua prestatu behar da, eta bertan sartuko dira Estatuaren sektore publikoko gastu eta diru-sarrera guztiak. Halaber, bertan jasoko da fiskalitatean eragina duten Estatuaren zergak aldatzen dituzten fiskal-onuren zenbatekoa.;EU;LEGAL;MACHINE;GPT4-o;;
3. Erregearen pertsona ukiezina da eta ez da erantzule izango.;EU;LEGAL;MACHINE;GPT4-o;;
3. Irlaburuetan, «Cabildo» edo Uharte Kontseilu bat duten uharte edo uharte talde bakoitzak hauteskunde barruti bat osatuko du Senatariak hautatzeko. Senatari horietatik hiru izango dira uharte handi bakoitzeko –Gran Canaria, Mallorca eta Tenerife– eta bana honako uharte edo uharte talde hauetako bakoitzerako: Ibiza-Formentera, Menorca, Fuerteventura, Gomera, Hierro, Lanzarote eta La Palma.;EU;LEGAL;MACHINE;GPT4-o;;
Gobernuz Kanpoko Legea;EU;LEGAL;MACHINE;GPT4-o;;
Espainiar guztiek dute betebeharra hura ezagutzeko eta eskubidea erabiltzeko.;EU;LEGAL;MACHINE;GPT4-o;;
Epaile, Magistratu eta Fiskalen Bateraezintasuna;EU;LEGAL;MACHINE;GPT4-o;;
Honako hauek ere ezarriko dituzte langileei ekoizpen baliabideen jabekidetzara iristea errazteko baliabideak.;EU;LEGAL;MACHINE;GPT4-o;;
Halako eskubide eta askatasunen erabilera, 161. artikuluaren 1.a) paragrafoaren arabera babestuko direnak, lege bidez soilik arautu ahal izango dira, eta, edonola ere, beren funtsezko edukia errespetatuko dute.;EU;LEGAL;MACHINE;GPT4-o;;
Autonomia Erkidegoen Baliabideak;EU;LEGAL;MACHINE;GPT4-o;;
Sistemaren tributarioa;EU;LEGAL;MACHINE;GPT4-o;;
1839ko urriaren 25eko Legea, oraindik ere balio izaterik badu, Arabako, Gipuzkoako eta Bizkaiko probintzietan eragina duen heinean behin betiko indargabetuko da.;EU;LEGAL;MACHINE;GPT4-o;;
Ceuta eta Melilla hiriek beren buruak Autonomia Erkidego gisa eratu ditzakete, baldin eta beren Udal Kontseiluek, beren kideen gehiengo absolutuz hartutako erabaki baten bidez, hala erabakitzen badute eta, halaber, Gorte Nagusiek organiko lege batez, 144. artikuluan aurreikusitako baldintzen arabera, baimena ematen badute.;EU;LEGAL;MACHINE;GPT4-o;;
Oinarrizko Eskubideak eta Askatasun Publikoak;EU;LEGAL;MACHINE;GPT4-o;;
2. Autogobernurako bidea abiarazteko eskubidea dagokien Probintzia Kontseilu guztiek edo uharteen arteko organo egokiak daukate, eta baita probintzia edo uharte bakoitzeko hautesleen gehiengoa ordezkatzen duten bi heren udalerriek ere.;EU;LEGAL;MACHINE;GPT4-o;;
"xxviii) Espainiako ondare kultural eta artistikoaren eta monumentu nazionalen babesa esportazioaren eta despoliazioaren aurka; Estatuari dagozkion museoak, liburutegiak eta artxiboak, Autonomia Erkidegoek horiek kudeatzeko ahalmenari kalterik egin gabe;";EU;LEGAL;MACHINE;GPT4-o;;
Legea indarrean jartzen da jurisdikzio militarra arlo militarrean eta setio egoera (martial law) kasuetan, Konstituzioaren printzipioekin bat etorriz.;EU;LEGAL;MACHINE;GPT4-o;;
2. Erreferenduma erregeak deituko du Gobernuko presidentearen proposamenez, Diputatuen Kongresuaren baimenaren ondoren.;EU;LEGAL;MACHINE;GPT4-o;;
Behin Estatutuak onartuta, Erregeak santzionatu eta lege modura promulgatuko du.;EU;LEGAL;MACHINE;GPT4-o;;
4. Legeak ezarriko ditu beste herrialde batzuetako herritarrek eta aberrigabeek Espainian asilo-eskubidea izan dezaketen baldintzak.;EU;LEGAL;MACHINE;GPT4-o;;
Konstituzio organiko batek bere osaketa eta eskuduntza arautuko ditu.;EU;LEGAL;MACHINE;GPT4-o;;
Udalerriak, probintziak eta Autonomia Erkidegoak;EU;LEGAL;MACHINE;GPT4-o;;
Auzitegi-akatsen kalte-ordainak;EU;LEGAL;MACHINE;GPT4-o;;
1. Herrialdeko ondasun osoa, bere jabetza duena edozein dela ere, interes orokorraren mende dago.;EU;LEGAL;MACHINE;GPT4-o;;
2. Agintaldian, Diputatu eta Senatariek immunitatea izango dute eta soilik delitu harrapatu baten kasuan atxilotu ahal izango dira.;EU;LEGAL;MACHINE;GPT4-o;;
Administrazio publikoek Espainiako herrien ondare historiko, kultural eta artistikoaren kontserbazioa bermatuko dute, baita haren aberastea sustatu ere, bere osaerako ondasunen egoera juridikoa eta titulartasuna edozein izanda ere.;EU;LEGAL;MACHINE;GPT4-o;;
1. Ganberak bere Araudiak ezartzen dituzte, beraien aurrekontuak modu autonomoan onartzen dituzte eta, elkarren adostasunez, Gorte Nagusietako Langileen Estatutuak arautzen dituzte.;EU;LEGAL;MACHINE;GPT4-o;;
1. Etxeak Osoko Bilkuretan eta Batzordeetan bilduko dira.;EU;LEGAL;MACHINE;GPT4-o;;
Edozein probintzia-muga aldaketak Gorte Nagusiek onartua izan behar du lege organiko baten bidez.;EU;LEGAL;MACHINE;GPT4-o;;
Ohore Auzitegien Debekua;EU;LEGAL;MACHINE;GPT4-o;;
Eskubide hau gauzatzeko legeak ezinbesteko komunitate-zerbitzuak mantentzeko beharrezko bermeak ezarriko ditu.;EU;LEGAL;MACHINE;GPT4-o;;
Gazteen partaidetza;EU;LEGAL;MACHINE;GPT4-o;;
Haien ondorioak ez dira Auzitegientzat lotesleak izango, eta ez dute eraginik izango epaien gainean, nahiz eta ikerketen emaitzak Fiskaltzari bidali ahal izango zaizkion, beharrezkoa denean bidezko ekintzak har ditzan.;EU;LEGAL;MACHINE;GPT4-o;;
80. artikulua;EU;LEGAL;MACHINE;GPT4-o;;
1. Diputatu eta senatariek erantzukizunetik babestuta egongo dira beren karguetan dauden bitartean adierazitako iritziagatik.;EU;LEGAL;MACHINE;GPT4-o;;
Senatuko jarduera legegileak;EU;LEGAL;MACHINE;GPT4-o;;
Epaitegiaren Lege Organikoak Auzitegien eta Tribunalen antolamendua, funtzionamendua eta kontrola zehaztuko ditu, baita botere judizial bakar bat osatzen duten Epaile eta Magistratu profesionalen estatus juridikoa eta justiziaren administrazioan zerbitzua ematen duten langileena ere.;EU;LEGAL;MACHINE;GPT4-o;;
Parlamentuko Etxeak;EU;LEGAL;MACHINE;GPT4-o;;
c) Aurrekontu-egonkortasun helburuak urratzen direnean Herri Administrazio bakoitzaren erantzukizuna.;EU;LEGAL;MACHINE;GPT4-o;;
Eskubideak eta Askatasunak;EU;LEGAL;MACHINE;GPT4-o;;
b) Egiturazko defizita kalkulatzeko metodologia eta prozedura.;EU;LEGAL;MACHINE;GPT4-o;;
Legeak eskubide honen erabilera mugatu edo salbuespen bat egin dezake Indar Armatuen edo Institutu edo diziplina militarraren mende dauden beste erakundeen kasuan, eta funtzionarioek eskubide hau nola erabil dezaketen arautuko du.;EU;LEGAL;MACHINE;GPT4-o;;
5. Koroariaren oinordekotzarekin lotuta gerta daitezkeen abdikazioak, uko-egiteak eta edozein zalantza, izan legeari edo gertakari bati buruzkoa, lege organiko batek erabakiko ditu.;EU;LEGAL;MACHINE;GPT4-o;;
2. Aurreko klausulan aurreikusitako neurriak ezartzeko asmoz, Gobernuak jarraibideak eman ahal izango dizkie Autonomia Erkidegoetako agintariei.;EU;LEGAL;MACHINE;GPT4-o;;
Zuzen-zuzenean Cortes Generales-en menpe egongo da eta Estatuko Kontu Orokorrak aztertu eta egiaztatzean horren ordezkaritzan jardungo du.;EU;LEGAL;MACHINE;GPT4-o;;
Hauak Espainiako banderarekin batera erabili beharko dira beren eraikin publikoetan eta ekitaldi ofizialetan.;EU;LEGAL;MACHINE;GPT4-o;;
1. Probintzia entitate lokal bat da, nortasun juridiko propioa duena, udalerrien elkarketaren eta lurralde-banaketa baten bidez determinatua, Estatuko jarduerak burutzeko asmoz.;EU;LEGAL;MACHINE;GPT4-o;;
3. Artikulu honen arabera sortutako elkarteak erregistratu behar dira, jendaurrean jakinarazteko helburu bakarrarekin.;EU;LEGAL;MACHINE;GPT4-o;;
Oinarrizko eskubideak eta betebeharrak;EU;LEGAL;MACHINE;GPT4-o;;
Estatuen legeak, kasu guztietan, Autonomia Erkidegoen legea osagarri izango dira.;EU;LEGAL;MACHINE;GPT4-o;;
Administrazioaren kontrol judiziala;EU;LEGAL;MACHINE;GPT4-o;;
Gobernua eta Administrazioa;EU;LEGAL;MACHINE;GPT4-o;;
2. Probintzien gobernua eta autoadministrazioa probintzia-kontseiluetan («Diputazioetan») edo ordezkatzaile izaera duten beste korporazio batzuetan utziko dira.;EU;LEGAL;MACHINE;GPT4-o;;
"Bermatu Konstituzioaren eta legearen araberako bizikidetza demokratikoa, ordena sozial eta ekonomiko justu baten arabera;";EU;LEGAL;MACHINE;GPT4-o;;
Erregentzia;EU;LEGAL;MACHINE;GPT4-o;;
1977ko urtarrilaren 4ko Erreformarako Legea indargabetua geratzen da, baita aipatutako legeria indargabetu ez zuen neurrian, honako lege hauek ere: 1958ko maiatzaren 17ko Mugimenduaren Oinarrizko Printzipioen Legea, 1945eko uztailaren 17ko Espainiako Herriaren «Fueroa», 1938ko martxoaren 9ko Lan «Fueroa», 1942ko uztailaren 17ko Kortesen Konstituzio Legea, 1947ko uztailaren 26ko Estatuburuaren Ondorengotza Legea, guztiak ere 1967ko urtarrilaren 10eko Estatuko Lege Organikoak aldatuta. Halaber, azken aipatutako legea eta 1948ko urriaren 22ko Erreferendum Nazionalaren Legea ere indargabetzen dira.;EU;LEGAL;MACHINE;GPT4-o;;
 Zazpi;EU;LEGAL;MACHINE;GPT4-o;;
2. Auzipideak funtsean ahozkoak izango dira, bereziki zigor-arloko kasuetan.;EU;LEGAL;MACHINE;GPT4-o;;
2. Estatuko jabetza publikoko ondasunen araubidea legez ezarritakoa izango da, eta edozein kasutan, kostaldeko eremua, hondartzak, itsas lurraldeak eta eremu ekonomiko eta plataforma kontinentaleko baliabide naturalak barne hartuko ditu.;EU;LEGAL;MACHINE;GPT4-o;;
Kontu Auzitegia;EU;LEGAL;MACHINE;GPT4-o;;
Kongresuak bere lurralde hedapena, iraupena eta baldintzak zehaztuko ditu.;EU;LEGAL;MACHINE;GPT4-o;;
Konstituzioak aitortutako oinarrizko eskubideei eta askatasunei buruzko printzipioak Giza Eskubideen Adierazpen Unibertsalarekin eta Espainiak berretsitako nazioarteko hitzarmen eta akordioekin bat etorriz interpretatuko dira.;EU;LEGAL;MACHINE;GPT4-o;;
Legeak beren interes ekonomikoen defentsan laguntzen duten erakunde profesionalak arautuko ditu.;EU;LEGAL;MACHINE;GPT4-o;;
Azken prozedura hori 30. artikuluaren arabera aitortutako kontzientzia eragozpenari aplikagarria izango da.;EU;LEGAL;MACHINE;GPT4-o;;
1. Espainiako nazionalitatea legeak ezarritako xedapenen arabera eskuratzen da, mantentzen da eta galtzen da.;EU;LEGAL;MACHINE;GPT4-o;;
1. Agintariek aukera kulturalei sarbidea sustatu eta zainduko dute, guztiek horretarako eskubidea baitute.;EU;LEGAL;MACHINE;GPT4-o;;
2. Erregea bere aginpideak baliatzerik ez badu, eta ezintasun hori Gorte Nagusiek aitortzen badute, Erregeordetza egiteko ahalmenak berehala hartuko ditu Printze Oinordekoak, adinez nagusia bada.;EU;LEGAL;MACHINE;GPT4-o;;
Atxilotutako pertsonari abokatu baten laguntza bermatuko zaio polizia eta judizio prozeduretan, legeak ezarritako baldintzen arabera.;EU;LEGAL;MACHINE;GPT4-o;;
8. Agintaritza publikoek hezkuntza-sistema ikuskatuko eta estandarizatuko dute legea betetzen dela bermatzeko.;EU;LEGAL;MACHINE;GPT4-o;;
HIRUGARREN KAPITULUA;EU;LEGAL;MACHINE;GPT4-o;;
j) Errege Akademietako Patroinatu Nagusia gauzatzea.;EU;LEGAL;MACHINE;GPT4-o;;
2. Probintzia bakoitzean, lau senatari aukeratuko dituzte bertako hautesleek sufragio unibertsal, libre, berdin, zuzen eta sekretuaren bidez, lege organiko batek ezarritako baldintzetan.;EU;LEGAL;MACHINE;GPT4-o;;
Lan-hitzarmenak eta gatazkak;EU;LEGAL;MACHINE;GPT4-o;;
1. Kongresuak eta Senatuak, eta beharrezkoa denean, bi Ganberak elkarrekin, interes publikoko edozein gai aztertzeko batzordeak izendatu ditzakete.;EU;LEGAL;MACHINE;GPT4-o;;
2. Testua jaso eta bi hilabeteko epean, Senatuak, iritzi arrazoituz, betoa jar diezaioke edo zuzenketak egin ditzake.;EU;LEGAL;MACHINE;GPT4-o;;
Baliteke haiek aldatzea, baldin eta zergapetze-lege material batek hala xedatzen badu.;EU;LEGAL;MACHINE;GPT4-o;;
1. Agintaritza publikoek baldintza egokiak sustatuko dituzte aurrerapen sozial eta ekonomikorako, eta pertsonen eta eskualdeen arteko errenten banaketa bidezkoagoa izateko politikak markatzen dituen ekonomiaren egonkortasunaren esparruan.;EU;LEGAL;MACHINE;GPT4-o;;
Herrialde hauetan, espainiarrek nazionalitate jatorria galdu gabe naturalizatu ahal izango dira, nahiz eta herrialde horiek beren herritarrei eskubide errekiprokoa aitortu ez.;EU;LEGAL;MACHINE;GPT4-o;;
1. Estatuaren eskuduntzako gaiei dagokienez, Gorte Nagusiek Autonomia Erkidego guztiei edo batzuei beren kabuz legegintza egiteko ahalmena emango diete, betiere Estatuaren legeak ezarritako printzipioen, oinarrien eta jarraibideen esparruan.;EU;LEGAL;MACHINE;GPT4-o;;
1. Hauteskunde‑legerian ezgaitasunak eta bateragarritasun‑ezak zehaztuko dira Diputatu eta Senatarientzat, eta, edozelan ere, hauek izango dute ezintasuna:;EU;LEGAL;MACHINE;GPT4-o;;
Cortes Generalesen ardura da, ganbera bakoitzeko kideen gehiengo osoz, behar hori ebaluatzea.;EU;LEGAL;MACHINE;GPT4-o;;
Ganbera Eskubidea informazio eskubidea;EU;LEGAL;MACHINE;GPT4-o;;
Diputazio Iraunkorra;EU;LEGAL;MACHINE;GPT4-o;;
3. Lege-materialak, judizio-praktikak eta agintari publikoei dagozkien ekintzek, hirugarren kapituluan aitortutako printzipioak aitortu, errespetatu eta babestean oinarrituko dira.;EU;LEGAL;MACHINE;GPT4-o;;
Autonomia Erkidegoen Eskumenak;EU;LEGAL;MACHINE;GPT4-o;;
Estatu Aurrekontua;EU;LEGAL;MACHINE;GPT4-o;;
Herritarren Eskubideak eta Betebeharrak;EU;LEGAL;MACHINE;GPT4-o;;
Konstituzioaren eta legearen arabera, betearazteko eta legezko aginpidea gauzatzen du.;EU;LEGAL;MACHINE;GPT4-o;;
Cortes Generales edo Gobernuari dagokio, kasuaren arabera, itun horiek eta nazioarteko eta europar mailako erakundeetatik datozen ebazpenak betearaztea bermatzea, botereak erakunde horiei esleitu baitzaizkie.;EU;LEGAL;MACHINE;GPT4-o;;
d) Kontuen Auzitegia, finantza- eta aurrekontu-gaietan dagokionez.;EU;LEGAL;MACHINE;GPT4-o;;
1. Kongresua hirurehunetik gutxienez eta laurehun diputatutik gehienez osatuta dago, eta hauek sufragio unibertsala, askea, berdina, zuzena eta sekretua bidez hautatzen dira, legeak ezarritako baldintzen arabera.;EU;LEGAL;MACHINE;GPT4-o;;
Epaitegiek arauak egiteko boterea eta zuzenbide-estatuaren nagusitasuna administrazio-ekintzetan bermatzeko ardura dute, bai eta azken hori justifikatzen duten helburuetara egokituta egon dadin ere.;EU;LEGAL;MACHINE;GPT4-o;;
Auzitegi Konstituzionala;EU;LEGAL;MACHINE;GPT4-o;;
1. Auzitegi Gorena, Espainiako jurisdikzio osoa duena, justiziaren adar guztietan organo judizial gorena da, salbu eta Konstituzio-bermeen inguruko xedapenetan.;EU;LEGAL;MACHINE;GPT4-o;;
Beste kasu guztietan, Autonomia Erkidegoen arteko lankidetza-hitzarmenek Gorte Nagusien baimena beharko dute.;EU;LEGAL;MACHINE;GPT4-o;;
1. Erkidego Autonomoen baliabideak hauek izango dira:;EU;LEGAL;MACHINE;GPT4-o;;
"b) Gorte Nagusiak deitu eta desegin, eta Konstituzioan aurreikusitako baldintzetan hauteskundeak deitu;";EU;LEGAL;MACHINE;GPT4-o;;
Hurrengoa Koroarako. Asturiasko Printzea;EU;LEGAL;MACHINE;GPT4-o;;
Espainiako Nazioak, justizia, askatasuna eta segurtasuna ezarri nahi dituela, eta bere kide guztien ongizatea sustatu nahi duela, bere subiranotasuna gauzatuz, honako nahia adierazten du:;EU;LEGAL;MACHINE;GPT4-o;;
"Kultura eta ekonomiaren aurrerapena sustatzea, guztiontzat bizi-kalitate duina bermatzeko;";EU;LEGAL;MACHINE;GPT4-o;;
1. Prozedura judizialak publikoak izango dira, prozedurako legeetan aurreikusitako salbuespenak izan ezik.;EU;LEGAL;MACHINE;GPT4-o;;
"iv) Autonomia Erkidegoari eragindako onurazko lan publikoak, bere lurraldearen barruan;";EU;LEGAL;MACHINE;GPT4-o;;
Pertsonen ondasun edo eskubideei kalteren bat eragiten bazaie zerbitzu publikoen funtzionamenduaren ondorioz, kalte-ordaina jasotzeko eskubidea izango dute, legez ezarritako baldintzetan, ezinbesteko kasuetan izan ezik.;EU;LEGAL;MACHINE;GPT4-o;;
"iii) nazioarteko harremanak;";EU;LEGAL;MACHINE;GPT4-o;;
Legeak arautuko ditu Elkarte Profesionalen eskubide-egoera bereziak eta titulazio akademikoak behar dituzten lanbideen jarduera.;EU;LEGAL;MACHINE;GPT4-o;;
Judizial Ahalmena;EU;LEGAL;MACHINE;GPT4-o;;
4. Estatuko Fiskal Nagusia Gobernuak izendatu ondoren Erregeak izendatuko du, Botere Judizialaren Kontseilu Nagusiarekin kontsultatu ondoren.;EU;LEGAL;MACHINE;GPT4-o;;
3. Diputatuen Kongresuak, bere kideen gehiengo absolutuaren boto bidez, hautagaiarekiko konfiantza adierazten badu, Erregeak Presidente izendatuko du.;EU;LEGAL;MACHINE;GPT4-o;;
1. Konstituzioaren zuzenketari buruzko lege-proiektuak Ganbera bakoitzeko kideen bostetik hiruko gehiengoak onartu behar ditu.;EU;LEGAL;MACHINE;GPT4-o;;
Lehenengo kasuan, prozedura Kongresuak hasiko du, eta beste bietan Senatuak.;EU;LEGAL;MACHINE;GPT4-o;;
1. Auzitegi Konstituzionalaren epaien berri Estatuko Buletin Ofizialean (Boletin Oficial del Estado) emango da, aurka dauden botoekin, baldin badaude.;EU;LEGAL;MACHINE;GPT4-o;;
1. Pertsona orok du norberaren garapenerako egokia den inguruneaz gozatzeko eskubidea, baita hori zaintzeko betebeharra ere.;EU;LEGAL;MACHINE;GPT4-o;;
Alarma-egoera. Larrialdi-egoera. Setio-egoera.;EU;LEGAL;MACHINE;GPT4-o;;
1. Kongresuak Gobernuarekiko konfiantza kentzen badu, Gobernuak erregeari bere dimisioa aurkeztu beharko dio, eta horren ondoren, 99. artikuluko xedapenen arabera Gobernuko presidente bat izendatuko da.;EU;LEGAL;MACHINE;GPT4-o;;
Estatuko Kontseilua Gobernuaren aholkularitza organo gorena da.;EU;LEGAL;MACHINE;GPT4-o;;
Erregearen Etxea;EU;LEGAL;MACHINE;GPT4-o;;
"xiii) jarduera ekonomikoen plangintza orokorraren oinarriak eta koordinazioa;";EU;LEGAL;MACHINE;GPT4-o;;
Haien barne-egitura eta funtzionamendua demokratikoak izan behar dute.;EU;LEGAL;MACHINE;GPT4-o;;
Dekretu Legegileak;EU;LEGAL;MACHINE;GPT4-o;;
2. Autonomia Estatutuak honako hauek izan behar ditu:;EU;LEGAL;MACHINE;GPT4-o;;
3. Espainiako hizkuntza-modalitate desberdinen aberastasuna kultur ondare bat da, eta errespetu eta babes bereziaren objektu izan beharko du.;EU;LEGAL;MACHINE;GPT4-o;;
Boto absoluturik lortzen ez bada, proposamen bera berrogeita zortzi ordu geroago berriro bozkatuko da, eta bereizten da konfiantza bermatu dela gehiengo sinple batez onartzen bada.;EU;LEGAL;MACHINE;GPT4-o;;
2. Etxea ukiezina da.;EU;LEGAL;MACHINE;GPT4-o;;
"vi) merkataritza, zigor eta espetxe legeria; prozedura legeria, Autonomia Erkidegoetako zuzenbide materialaren berezitasunetatik eratorritako eremu hauetako berezitasunak kaltetu gabe;";EU;LEGAL;MACHINE;GPT4-o;;
"c) askatasun akademikoaren eskubidea;";EU;LEGAL;MACHINE;GPT4-o;;
Hau ez bada ezarritako eran onartzen, Kongresuak erabakiko du gehiengo absolutuz.;EU;LEGAL;MACHINE;GPT4-o;;
Askatasun eta eskubideen babesa. Errekurtsoa (konstituzioaren kontrakotasunaren oinarriz);EU;LEGAL;MACHINE;GPT4-o;;
1. Atzerritarrek egungo Tituluak bermatzen dituen askatasun publikoak gozatuko dituzte, hitzarmenek eta legeak ezarriko dituzten baldintzetan.;EU;LEGAL;MACHINE;GPT4-o;;
Aurreko klausulan jasotako kasuan, Estatutuaren zirriborroa prestatzeko prozedura honako hau izango da:;EU;LEGAL;MACHINE;GPT4-o;;
Gobernuaren Etetea;EU;LEGAL;MACHINE;GPT4-o;;
1. Konstituzioko 2. artikuluan aitortutako autogobernu-eskubidea egikarituz, historia, kultura eta ekonomia ezaugarri berdintsuak dituzten muga-probintziek, uharte-lurraldeek eta historikoki eskualdeko izaera duten probintziek autogobernurako eskubidea izan dezakete eta Autonomia Erkidegoak osa ditzakete, titulu honetan eta dagokion Estatutuan adierazitako xedapenekin bat etorriz.;EU;LEGAL;MACHINE;GPT4-o;;
Etxeen Saioak;EU;LEGAL;MACHINE;GPT4-o;;
Batzordeak testu bat aurkeztu beharko du, eta testu hori bi ganberen artean bozkatuko dute.;EU;LEGAL;MACHINE;GPT4-o;;
17. artikuluko 3. klausula aurreko xedapenetatik salbuetsita dago larrialdi egoera deklaratzen den kasuan.;EU;LEGAL;MACHINE;GPT4-o;;
"f) Ministroen Kontseiluak adostutako dekretuak jaulkitzeko, zibileko eta militarreko karguak esleitzeko, eta ohoreak eta bereizgarriak emateko, legearen arabera;";EU;LEGAL;MACHINE;GPT4-o;;
a) Administrazio Publiko desberdinen artean defizit eta zor-mugak banatzeko modua, muga horiek gainditu daitezkeen kasu salbuespenekoak, eta muga bat edo bestea gainditzearen ondoriozko desbideratzeak zuzentzeko modua eta epea.;EU;LEGAL;MACHINE;GPT4-o;;
2. Senatuak 87. artikuluaren arabera aztertzen dituen gobernuz kanpoko lege-proiektuak onartzeko Kongresura bideratuko dira.;EU;LEGAL;MACHINE;GPT4-o;;
2. Botere Judizialaren Kontseilu Nagusia da bere gobernu-organoa.;EU;LEGAL;MACHINE;GPT4-o;;
3. Cortes Generales-ek aldaketa onartu ondoren, erreferendum bidezko berrespenari aurkeztuko zaio.;EU;LEGAL;MACHINE;GPT4-o;;
2. Aurreko paragrafoko xedapenen arabera izendatutako hautagaiak Diputatuen Kongresuari aurkeztu beharko dio osatu nahi duen Gobernuaren programa politikoa eta Ganberen konfiantza bilatu beharko du.;EU;LEGAL;MACHINE;GPT4-o;;
4. Diputatu eta Senatariek beren Ganberen bidez finkatuko den soldata jasoko dute.;EU;LEGAL;MACHINE;GPT4-o;;
Espainiarrak eta Aitzindariak;EU;LEGAL;MACHINE;GPT4-o;;
Gobernuak azalpena ematera behartuta dago beren edukiei dagokienez, Ganberek hala eskatzen dutenean.;EU;LEGAL;MACHINE;GPT4-o;;
3. Ez da izanen erlijio ofizialik.;EU;LEGAL;MACHINE;GPT4-o;;
Legeak Epaileen, Magistratuen eta Fiskalen elkargo profesionalen sistema eta metodoak ezarriko ditu.;EU;LEGAL;MACHINE;GPT4-o;;
1. Erregearen egintzak Gobernuko Presidenteak eta, beharrezkoa denean, dagozkion ministroek izenpetuko dituzte.;EU;LEGAL;MACHINE;GPT4-o;;
2. Estatuko kontuak eta Estatuko sektore publikoarenak Kontuen Auzitegira aurkeztu eta honek ikuskatuko ditu.;EU;LEGAL;MACHINE;GPT4-o;;
Autoritate publikoek adineko herritarrei diru-baliabide nahikoak bermatuko dizkiete, pentsio egoki eta aldizka eguneratuen bidez.;EU;LEGAL;MACHINE;GPT4-o;;
Konstituzio Auzitegiaren lehen erreformak;EU;LEGAL;MACHINE;GPT4-o;;
Indar Armatuetako kideek edo diziplina militarra duten institutu edo erakundeetako kideek eskubide hau banaka eta beren araudi espezifikoari dagokion legeriaren xedapenen arabera baino ezin izango dute erabili.;EU;LEGAL;MACHINE;GPT4-o;;
"a) Konstituzio Auzitegia, lege indarra duten bere arau-xedapenen konstituzionaltasunarekin lotutako gaietan;";EU;LEGAL;MACHINE;GPT4-o;;
"ii) haien lurraldeko udal-mugen aldaketak eta, oro har, tokiko Korporazioei dagokienez Estatuko Administrazioari dagozkion funtzioak, eta haien eskualdaketa tokiko gobernuari buruzko legerian baimendu daitekeela;";EU;LEGAL;MACHINE;GPT4-o;;
"xii) tokiko azoka;";EU;LEGAL;MACHINE;GPT4-o;;
1. Administrazio Publikoak interes orokorra objektibotasunez zerbitzatzen du eta efizientzia, hierarkia, deszentralizazioa, deskontzentrazioa eta koordinazioaren printzipioen arabera jokatzen du, justiziari eta legeari erabat men eginez.;EU;LEGAL;MACHINE;GPT4-o;;
Legeen onespena eta aldarrikapena;EU;LEGAL;MACHINE;GPT4-o;;
Une momentu beranduago iragarri zuten Fiskal Rassi, zeina beltz baten moduan tratatu zuen.;EU;LITERARY;MACHINE;GPT4-o;;
Haizeak hori egin zezakeen, baina haustura handiagoa kanpalekutik hurbilen dagoen aldean egoteak, haizeak jotzen ez zuen aldean, iradokitzen du piztia eroak bertatik jauzi edo hautsi egin zirela.;EU;LITERARY;MACHINE;GPT4-o;;
Momentu batean, ehun sega-jainkosa adarren artean zeuden, eta arkitektoak Maimie inguruan korrika ari ziren, neurtzen.;EU;LITERARY;MACHINE;GPT4-o;;
Ez da batere adimentsua.;EU;LITERARY;MACHINE;GPT4-o;;
"Dena guztia oso polita zen, baina erabat ez zuen aski egiten irudiak argitzeko; ohikoan albo aldareen iluntasunean geratzen ziren irudiak argitzeko ez zuten aski egiten, eta are ilunagoa egiten zuen iluntasuna.";EU;LITERARY;MACHINE;GPT4-o;;
"""Bere zergak ordaintzeko astia emateko eskatzen dio.""";EU;LITERARY;MACHINE;GPT4-o;;
"Ez dut hil nahi; ni hiltzen banaiz negar egingo dute;";EU;LITERARY;MACHINE;GPT4-o;;
Idolazaleak ez du erabat suntsitu nire azazkalaren zabalera baino gehiago.;EU;LITERARY;MACHINE;GPT4-o;;
Antolini jauna oso atsegina zen.;EU;LITERARY;MACHINE;GPT4-o;;
Jauna Mullerrek galdetzen zuen nola sartu zintudan Swazilanden, Sarah.;EU;LITERARY;MACHINE;GPT4-o;;
Zehn-zazpi erakutsi zuen.;EU;LITERARY;MACHINE;GPT4-o;;
"""hor ez zegoen ezer, urrezko giltza txiki bat izan ezik, eta Aliceren lehen pentsamendua izan zen agian aretoko ateetako batekoa izan zitekeela; baina, ai!""";EU;LITERARY;MACHINE;GPT4-o;;
Honako sakrifizio honengatik idazteko aukera eman zenidan, eta orain asebide bakar hau galtzekotan nago.;EU;LITERARY;MACHINE;GPT4-o;;
Baina hurrengo egunean, begi horiek eta hatz horiek sorginkeria bera egingo zuten berriro, eta biek bueltan joko zoragarri hura hasiko zuten berriro, ezkutaketan.;EU;LITERARY;MACHINE;GPT4-o;;
Arkume bezala.;EU;LITERARY;MACHINE;GPT4-o;;
«Isiltasuna,» egin zuen oihu Wendy-k, hogeitagarren aldiz esanda guztiek aldi berean hitz egin ez zezaten.;EU;LITERARY;MACHINE;GPT4-o;;
